x y z
-25.4555 5.75627 43.0093
-27.8916 6.21955 44.0632
-28.5201 6.68292 44.4636
-34.9428 6.3758 43.3109
-36.0404 5.93058 42.6199
-1.8617 5.4591 39.4134
-2.38034 4.71884 38.8543
-11.8782 8.53592 40.6172
-12.5389 8.29765 40.1173
-13.0194 8.1995 40.2345
-18.9724 4.72759 41.6131
-25.2171 6.89224 41.8428
-25.4089 6.28196 41.7603
-27.525 6.87908 43.301
-27.9182 7.33201 43.9278
-35.9741 7.32021 42.2222
-36.9521 6.36534 41.7695
-37.5792 5.90094 41.0155
-0.331645 6.21077 38.0009
-1.17278 5.40317 38.378
-2.13908 4.37581 38.0304
-12.0155 8.42388 39.8721
-12.3046 8.21194 39.3057
-18.1634 5.51165 39.6822
-18.7939 5.05245 40.0177
-25.1425 7.14339 40.8951
-25.2203 7.0426 40.4588
-26.6319 7.01959 40.8287
-26.8286 7.29885 41.5525
-36.5342 8.2221 40.9059
-37.4578 7.14978 40.742
-38.188 6.13891 40.387
-38.5353 5.74946 39.9423
-0.028841 6.07726 37.1446
-1.31572 4.5839 37.379
-2.10583 4.11759 37.5153
-12.5348 7.9785 38.4904
-12.8486 7.74827 38.0675
-18.2125 5.38389 38.7891
-19.0293 4.77846 38.8877
-25.076 7.75928 39.3158
-26.4336 7.50731 39.8588
-26.5852 7.46826 40.5494
-35.6644 8.91551 39.2922
-36.7315 8.28918 39.8263
-37.7718 7.50972 39.933
-38.7321 6.4339 39.5796
-39.1903 6.06252 38.942
0.149236 5.87196 35.5611
-0.407498 4.86337 36.5235
-12.5284 7.93575 38.0754
-12.8136 7.70833 37.6366
-18.0841 5.11922 37.5032
-18.7414 4.61379 37.9309
-24.9405 8.35695 38.2606
-25.0382 8.22367 38.4302
-25.8705 7.76426 38.6658
-26.0837 7.76314 38.8597
-34.7765 9.37397 38.1701
-35.7465 8.91351 38.796
-36.8779 8.54088 39.2814
-38.0079 8.10201 39.2756
-39.296 7.01556 38.6923
-39.716 6.4338 37.9782
-0.013335 6.02039 34.2931
-13.3187 7.32384 36.9022
-13.6679 7.03155 36.6929
-17.8272 4.85217 36.6006
-18.3415 4.23336 36.8554
-24.5673 9.26249 36.9803
-24.904 8.701 37.7753
-25.1232 8.65697 37.8461
-25.329 8.64402 37.9576
-25.7043 8.24372 38.3573
-34.1582 9.83092 37.4115
-34.8243 9.49771 37.8746
-36.0293 9.05621 38.5981
-36.9379 8.70599 38.9616
-39.4192 7.69151 38.3127
-39.8164 6.99163 37.7527
-0.077332 6.33139 33.3689
-13.4525 7.14315 36.5911
-13.5665 7.01685 36.4399
-17.4002 5.0074 35.189
-17.7329 4.67364 35.7185
-18.0885 4.30353 36.0944
-24.2255 9.61954 36.2514
-24.4395 9.47694 36.6633
-24.6276 9.39207 36.92
-25.0148 9.0801 37.1823
-33.8762 9.8783 37.0324
-34.0496 9.83413 37.1959
-39.8607 5.52073 36.0924
-40.0367 6.26035 36.8021
-0.541223 6.52434 32.6338
-1.1444 5.98247 32.5754
-13.8444 6.77967 36.0719
-14.1275 6.41221 35.6607
-17.3798 4.7647 34.6701
-17.6909 4.26351 34.8722
-23.9846 9.63248 35.6867
-24.1441 9.69052 35.8055
-24.2725 9.74898 36.0812
-39.8324 5.43658 35.1683
-40.1983 6.36409 36.0559
-0.579032 7.26366 32.012
-1.13828 6.79246 31.8546
-14.594 6.13135 35.3717
-15.0958 5.87229 34.9574
-15.2751 5.77616 34.8311
-16.7424 4.96905 34.1434
-16.9804 4.92308 34.1849
-17.2873 4.66429 34.2858
-17.58 4.03292 34.3256
-38.9684 4.3055 33.4091
-39.738 4.9695 33.9483
-42.5338 6.26973 36.0687
-43.4353 6.37347 36.3626
-44.4747 6.37724 36.3234
-1.3364 7.08962 30.9963
-15.3948 5.65477 34.6333
-15.6123 5.5388 34.5852
-16.1047 5.00022 34.2382
-16.7596 4.72912 33.9532
-17.1086 4.59872 33.8736
-17.3409 4.23368 33.9104
-17.4894 4.018 34.0284
-38.6167 3.87093 32.763
-39.6192 4.85059 33.1469
-41.0642 5.95435 35.0031
-41.7181 6.06307 35.5647
-45.8029 6.56323 36.0131
-1.52041 7.45037 30.0364
-17.2158 4.38549 33.5795
-17.2517 4.20461 33.7283
-17.4013 4.00604 33.7486
-38.2293 3.70655 32.0061
-39.1441 4.53284 32.548
-40.2717 5.77668 34.3501
-47.0689 6.91637 34.8117
-47.3306 6.4508 34.2292
-1.82623 8.24321 28.6536
-2.48763 9.2167 28.185
-37.9519 3.50458 31.3566
-38.4454 3.88626 31.5214
-39.3111 4.93945 32.688
-39.8505 5.46687 33.3159
-47.3038 7.52521 33.7836
-47.5525 7.08453 33.0253
-1.73104 8.10303 27.8587
-2.66434 9.09887 27.4968
-4.48746 10.0047 27.4507
-5.81073 10.3758 27.5826
-6.57452 10.3416 27.6882
-37.6352 3.02422 30.6747
-38.2424 3.70944 31.2528
-38.862 4.59444 31.6525
-39.1382 4.9938 32.2774
-39.6209 5.53647 32.7419
-48.3287 7.48524 31.179
-49.1288 7.85718 29.6977
-49.4627 7.50132 29.8454
-2.66404 8.83522 26.909
-3.52551 9.46203 27.0456
-5.14889 10.1751 27.5649
-6.36074 10.3006 27.5884
-37.2589 2.81935 30.2957
-37.9514 3.30658 30.6132
-37.989 3.56051 30.6866
-38.1597 3.93611 30.9083
-38.4386 4.2635 31.2833
-49.6633 8.57055 27.9246
-49.7787 7.86527 28.8522
-3.42944 9.32402 26.8731
-4.62118 9.97046 27.4055
-6.10996 10.3459 27.558
-6.71499 10.5812 27.6954
-48.4245 9.00924 24.7097
-49.0775 8.99271 25.2786
-49.6878 8.90496 26.3111
-50.1716 8.44316 27.3404
-3.28749 9.11757 26.7371
-4.23551 9.81405 27.2461
-5.39784 10.3606 27.5838
-6.34157 10.5433 27.6518
-47.3027 8.78354 23.3843
-47.8348 8.76238 23.7475
-48.6346 8.66426 24.0181
-49.5168 8.63794 24.8677
-50.1922 8.57698 25.9078
-3.03166 8.88016 26.581
-4.01984 9.69641 27.1066
-4.83266 10.1272 27.5005
-46.9692 8.17383 23.2296
-47.6478 8.27764 23.2998
-48.2284 8.45523 23.2686
-1.8699 7.57197 25.7698
-2.53009 8.45783 26.4638
-3.52728 9.36494 26.8381
-46.1122 7.70986 22.8597
-46.4466 7.74069 22.8661
-0.500405 5.16326 22.2164
-0.512061 6.12925 23.8995
-1.37366 7.25811 25.1636
-2.06252 8.0683 25.9711
-46.0239 7.54198 22.7204
-46.1958 7.24945 22.3907
-1.4743 4.66046 20.5789
-2.74814 4.33708 19.1524
-3.81625 4.29157 19.3302
-6.3981 4.15387 19.0997
-7.3982 4.13284 18.9935
-8.39739 4.16228 18.8321
-9.15319 4.1754 18.7077
-9.73242 4.30557 18.9367
-9.98888 4.24219 19.0963
-46.0608 6.56607 21.6999
-2.97842 4.94792 18.7109
-4.01355 4.76533 18.9041
-5.45514 4.62355 18.7071
-6.73569 4.72368 18.5492
-7.81763 4.73782 18.4423
-8.73136 4.83741 18.3493
-9.5451 5.03861 18.1742
-9.98675 4.47867 18.5701
-46.0516 6.09509 21.2924
-9.81712 5.48163 17.5588
-10.1366 5.23563 17.905
-10.4124 5.23865 17.8675
-46.0121 5.85666 20.8711
-46.177 5.66634 20.7711
-46.4985 6.02576 20.7913
-55.0446 6.98951 23.3046
-55.7787 6.98768 23.2494
-57.2483 7.48409 22.6427
-57.9217 7.12136 22.1512
-10.1788 5.83725 17.2563
-10.3773 5.69662 17.2453
-46.3457 5.36305 20.4697
-46.8248 5.5666 20.4893
-47.4852 5.51857 20.2296
-48.2186 5.80093 20.1871
-48.9397 5.97278 20.0838
-51.9904 6.00555 21.7842
-52.5516 5.97927 22.2889
-54.2099 6.17881 23.0766
-55.3499 5.80738 22.9827
-58.1387 8.24066 21.3044
-58.5747 7.37505 21.1864
-10.5755 6.04567 17.0259
-47.7865 5.12338 19.9467
-48.394 5.18699 19.8866
-49.3617 5.45754 19.8923
-50.2448 5.41099 20.121
-51.466 5.59175 21.0575
-52.6201 5.15984 21.6767
-53.5395 4.84425 22.034
-57.8817 9.66852 18.0692
-58.5438 9.0563 19.2729
-59.1416 7.62207 20.2022
-10.5476 6.32783 16.5959
-57.5403 9.64311 17.0921
-57.9139 9.06063 17.1553
-10.4961 6.65404 16.2654
-39.5658 9.99375 15.2195
-39.9156 9.90146 15.059
-40.4841 9.76722 14.7076
-41.1431 9.52778 14.4066
-41.8567 9.22418 14.2127
-42.5628 9.17862 13.9551
-56.9332 9.84698 15.2942
-57.3011 9.17954 15.9949
-2.76524 7.54954 17.0395
-3.49718 7.95078 17.2616
-4.62618 8.05893 16.9402
-5.5166 8.27407 16.8947
-10.2485 7.19222 15.671
-10.4881 6.90366 15.8788
-39.7154 9.91231 14.9603
-39.8902 9.8604 14.8359
-40.5575 9.5417 14.3806
-41.1602 9.08201 14.1248
-41.7651 8.85517 13.8705
-42.4336 8.82914 13.5819
-43.2243 8.96946 13.3596
-44.0025 9.11267 12.8711
-44.8089 9.37655 12.5802
-45.6231 9.66225 12.311
-54.3598 10.5124 12.9469
-55.5272 10.2905 13.5362
-59.4791 8.48101 16.5808
-60.2608 8.1616 16.6097
-61.0669 7.58801 16.3795
-2.23294 8.10464 16.4538
-3.95628 8.45356 16.6969
-5.0313 8.66338 16.7263
-5.96808 8.55349 16.5353
-6.98138 8.40298 16.3495
-7.96612 8.16227 15.8498
-8.73491 7.9509 15.3849
-9.40851 8.0032 15.0067
-9.92527 7.58226 15.2908
-40.0809 9.61913 14.5888
-40.6275 9.34166 14.2646
-41.2992 8.81261 13.6353
-41.7653 8.65901 13.3965
-42.3262 8.53993 13.1727
-43.0046 8.5266 12.9659
-43.6791 8.82599 12.5563
-44.5199 8.98698 12.2466
-45.2917 9.32248 12.0571
-46.0423 9.91005 11.8399
-47.1088 9.83559 11.7042
-48.1583 10.0718 11.401
-49.2359 10.0776 11.5958
-50.475 10.06 11.8441
-51.8654 10.2473 11.8954
-53.6326 10.3195 12.4376
-55.0817 10.1989 13.1862
-55.8079 9.9978 13.8634
-56.8089 9.81893 14.6809
-58.506 9.20119 15.7587
-60.1091 8.70537 15.9266
-61.4188 7.62947 15.6919
-62.0602 6.80718 14.8684
-0.536153 8.26233 15.4191
-6.56118 8.84525 16.0735
-7.3622 8.80803 15.7217
-8.28239 8.46461 15.0332
-9.02881 8.59765 15.297
-9.32598 8.5872 14.7737
-40.4461 9.25952 14.1007
-41.0553 8.88642 13.8769
-41.5065 8.37686 13.2138
-45.002 9.03997 11.8618
-45.5743 9.40988 11.606
-46.5278 9.59286 11.4714
-47.6398 9.67677 11.2738
-48.6792 9.7647 11.2171
-49.7493 9.66543 11.5517
-50.9934 9.70897 11.6627
-52.2251 10.0231 11.7014
-53.4443 9.99144 12.2547
-54.4825 10.152 12.9395
-55.5577 10.046 13.5341
-56.6605 10.141 14.5332
-58.4968 9.92713 15.0722
-60.5366 9.08465 15.3778
-61.6536 8.10254 14.8864
-62.3482 7.13937 13.9524
-0.057803 8.26859 14.2694
-41.3124 8.44465 13.3783
-41.7318 8.04486 12.7722
-51.4524 9.62584 11.4785
-52.102 9.80522 11.4708
-53.1813 9.87131 12.0126
-54.1751 10.0572 12.5882
-55.203 10.2341 13.2478
-56.4722 10.5098 13.8593
-57.7158 10.4642 14.429
-62.9081 6.92426 12.6588
-0.195587 8.09894 13.022
-41.7684 8.23228 12.9278
-42.1371 8.01654 12.5266
-42.5319 7.99756 12.1824
-52.0474 9.61622 11.3356
-52.9548 9.83293 11.6061
-54.0545 9.69375 12.0604
-55.0023 10.035 12.3635
-55.8237 10.3532 12.9813
-63.3397 6.58951 11.3421
-0.815079 7.81923 11.7704
-42.8634 7.98885 11.7893
-43.238 8.03309 11.48
-43.5025 8.03918 11.159
-45.679 8.87651 10.9112
-46.2857 9.00083 10.915
-47.143 9.09342 10.9805
-47.7794 9.11641 10.9851
-50.583 9.06469 10.9982
-51.5258 9.39322 11.2214
-52.8053 9.66933 11.3008
-53.8093 9.56995 11.5503
-54.3743 9.68897 11.4877
-63.5883 6.3189 10.3591
-63.8334 6.15085 9.7802
-1.06296 7.56576 10.5936
-43.6554 8.13219 10.9854
-43.9792 8.1757 10.8411
-44.4502 8.4746 10.8609
-44.9362 8.73335 10.8004
-45.5858 8.9689 10.748
-46.6255 9.18875 10.8672
-47.4576 9.22072 10.9776
-48.338 9.16 11.0017
-49.277 9.05639 11.1087
-50.4138 9.09267 11.1984
-51.7377 9.27134 11.1615
-52.8399 9.49188 11.1747
-53.6501 9.54933 11.1955
-54.2214 9.62876 11.1519
-63.9475 5.98548 9.0716
-1.67655 7.50068 9.71852
-52.0997 9.36885 11.161
-53.0154 9.39043 11.1421
-53.3805 9.50708 11.1807
-63.2511 4.46416 7.60642
-63.8144 5.54504 7.98093
-2.04012 7.18517 8.4251
-2.07407 7.48291 8.5206
-2.05017 7.51401 9.07021
-63.4478 4.64444 7.04924
-64.1008 6.02236 6.89529
-1.34676 6.38106 5.00795
-1.93282 6.52897 5.43816
-2.075 7.6212 8.22878
-2.07447 7.86363 8.18845
-63.7206 4.81756 6.17642
-64.2942 6.15176 5.8684
-0.960764 6.36558 4.38043
-64.0044 5.03921 5.45205
-64.4409 5.85166 4.81069
-0.72587 6.44619 3.52244
-64.6733 5.85044 3.55945
-0.589226 6.39503 2.47619
-64.8398 5.95647 2.16527
-64.9626 6.91869 1.23249
-0.576067 6.65181 1.30094
-64.7859 5.8857 1.20918
-64.8873 6.91044 0.320214
-0.66176 6.483 0.208307
-64.8032 7.39383 -0.9694
-0.832216 6.44151 -0.909449
-0.959373 5.88093 -1.235
-35.4098 6.12738 -3.56184
-35.4028 5.38937 -3.92642
-35.3732 5.18882 -3.85602
-56.6008 8.92345 -2.65984
-57.4409 9.35591 -2.3627
-57.9066 9.78692 -2.17532
-64.6239 7.59236 -2.13796
-0.938427 6.89307 -1.84051
-1.02374 6.07786 -1.71159
-35.3264 6.31545 -4.01046
-35.4116 5.87014 -3.78626
-35.371 5.63961 -3.86303
-35.7421 5.25104 -4.05531
-36.1368 5.17378 -4.38607
-36.3582 5.0904 -4.83524
-55.6157 8.29289 -3.64097
-56.1475 8.58932 -3.41699
-57.0402 9.12704 -3.16168
-58.1763 9.72596 -2.72092
-58.7878 10.237 -2.8088
-64.5339 7.69979 -2.84377
-0.996502 7.08615 -2.33176
-1.1261 6.51496 -2.6295
-35.0156 7.68071 -4.56155
-35.1986 6.7735 -4.29765
-36.6363 4.85921 -5.085
-36.9945 4.68406 -5.51649
-54.7282 7.8703 -4.5107
-55.075 7.97381 -4.16941
-55.5074 8.05777 -4.3362
-56.6048 8.80255 -4.1118
-57.7377 9.50621 -3.84751
-58.8549 9.95758 -3.55301
-64.434 7.81342 -3.51269
-1.30426 6.4749 -3.73284
-34.1932 8.12043 -5.33984
-34.7409 7.89213 -4.85772
-35.2881 6.85826 -4.50837
-37.2174 4.46493 -5.91923
-37.4293 4.25463 -6.23214
-54.3045 7.40768 -5.24435
-54.5427 7.70241 -4.8807
-55.3671 7.91606 -4.95528
-55.9376 8.50726 -5.13812
-57.4176 9.39219 -4.93625
-58.5645 10.1668 -4.51392
-64.3116 7.98084 -4.45045
-1.43158 6.4852 -4.76111
-33.8544 8.36663 -5.49447
-34.6973 7.92962 -5.15572
-35.2707 7.12124 -4.74827
-38.0083 3.98978 -6.71725
-38.4091 3.92796 -7.38915
-54.0161 7.16351 -5.77148
-56.1213 8.49518 -5.86625
-57.0494 9.05781 -6.18043
-58.583 10.3583 -5.70004
-59.3693 10.95 -6.04829
-64.0005 8.2579 -5.79873
-64.1758 8.121 -5.19798
-1.53553 6.51064 -5.79116
-33.5998 8.63819 -5.65942
-34.5136 8.06408 -5.45478
-35.3089 7.59295 -5.09351
-38.8651 4.01899 -8.24343
-39.0437 3.61771 -8.54062
-53.904 6.89123 -6.37659
-57.5049 8.98132 -7.63293
-58.4026 9.7506 -7.11219
-59.2895 10.6207 -6.72546
-63.6227 8.49706 -6.65117
-1.61606 6.59591 -6.78497
-33.3963 8.88325 -5.83306
-34.0854 8.33593 -6.00237
-35.1837 7.8584 -5.53358
-39.1607 4.53823 -8.63662
-39.5335 4.04382 -9.05874
-40.1681 3.77316 -9.34254
-53.7831 6.65835 -7.27097
-57.5608 8.95878 -8.3676
-58.1006 9.71953 -8.66836
-59.3639 10.2211 -7.84558
-63.1775 8.85952 -7.70299
-1.66931 6.69283 -7.7325
-34.2487 8.32155 -6.59409
-35.0522 7.9128 -6.07022
-40.0649 4.4371 -9.69025
-40.3984 3.99781 -10.1696
-41.2483 3.80032 -10.2555
-53.7611 6.44981 -8.20043
-58.5477 9.51829 -9.97383
-60.1442 9.79739 -9.03847
-62.1374 9.26306 -9.02765
-62.8289 9.13523 -8.48873
-1.70762 6.73116 -8.68712
-34.4226 8.53176 -7.28702
-34.9526 7.91054 -6.81852
-40.7868 4.67635 -10.7483
-41.3391 4.17523 -11.2062
-42.814 3.77856 -11.2746
-43.5362 3.59925 -11.2875
-53.9275 6.23799 -9.14569
-58.6857 9.25999 -10.6636
-59.812 9.29821 -10.3875
-61.434 9.18992 -9.93739
-1.59326 6.80318 -11.1025
-34.0194 8.1315 -7.93678
-34.7835 7.83499 -8.01823
-41.6463 4.68316 -11.9001
-42.3172 4.63769 -11.8199
-43.6727 4.24917 -12.0734
-45.1526 4.23586 -11.9317
-45.7503 4.2452 -11.8696
-54.3056 6.02769 -10.2138
-54.646 6.53193 -10.3668
-1.61727 6.78925 -11.3233
-35.4123 7.71882 -9.07764
-36.4334 7.97139 -9.05223
-43.8844 4.93543 -12.8071
-44.6107 4.77312 -12.7046
-45.8964 4.76635 -12.7273
-46.3736 4.60642 -13.0827
-54.6928 5.09178 -11.2845
-54.9201 6.16374 -10.9855
-1.93072 6.74816 -11.7421
-35.2487 7.72584 -9.81395
-36.132 7.67051 -10.0229
-37.2361 7.82655 -10.0226
-46.2513 5.31675 -13.5014
-46.7831 5.18376 -13.9006
-47.2703 5.03847 -14.5158
-54.7052 4.73301 -12.0445
-55.3038 5.30909 -12.2368
-2.54066 6.74676 -12.2733
-3.07051 6.79 -12.8884
-36.1224 7.70329 -10.8495
-37.0205 7.70764 -10.8773
-47.1366 5.67722 -14.5513
-47.5123 5.42736 -15.1409
-55.9187 5.29361 -13.6769
-56.3098 5.93933 -14.187
-3.94235 7.0693 -13.0791
-37.869 7.76575 -11.6134
-38.848 7.73697 -12.2961
-39.8302 7.28743 -12.3136
-48.1683 5.65552 -16.0698
-48.6227 5.60351 -16.8985
-55.7663 4.82209 -14.6426
-56.2605 5.51573 -15.1111
-3.56113 6.85192 -13.7874
-3.98296 6.52928 -14.1821
-38.8576 7.89701 -12.9253
-39.9131 7.50126 -13.1211
-40.8904 7.09524 -13.3327
-49.3178 5.55649 -17.8386
-56.3216 5.5702 -16.418
-4.58732 6.21828 -14.9894
-4.80377 6.52607 -15.5808
-40.2139 7.85756 -13.64
-41.3804 7.33591 -13.9269
-42.4308 6.76696 -14.4182
-50.5604 5.29481 -18.7691
-52.3181 5.15005 -18.9649
-54.0863 5.30177 -18.3784
-55.5657 5.33183 -17.4832
-5.00337 5.57898 -15.0334
-5.23062 6.00878 -15.5202
-5.33012 5.67556 -15.9702
-41.8676 7.68682 -14.387
-42.8678 7.14039 -14.6433
-5.77204 6.4823 -17.5041
-44.5271 6.60937 -15.6276
-44.796 6.89312 -15.9373
-6.1021 6.6137 -18.0285
-6.46083 6.63568 -18.4874
-45.3609 5.67833 -17.2613
-45.2712 6.63237 -16.4472
-6.93787 6.54113 -19.0496
-7.45669 6.55911 -19.7003
-5.51356 7.56424 -21.7441
-45.4932 5.07993 -19.3659
-46.0335 6.35325 -18.15
-46.5146 7.14797 -18.5989
-46.6945 7.41279 -18.9364
-5.65866 6.90185 -21.9334
-43.897 4.51519 -23.619
-44.6868 4.67097 -22.0282
-46.1225 5.48386 -21.1309
-46.8127 6.44563 -19.8885
-46.9052 7.08193 -19.4371
-5.41434 6.29376 -22.5925
-42.8622 4.61134 -25.9852
-43.308 4.51221 -25.1676
-44.0255 4.91598 -24.7798
-45.0322 5.51463 -24.0304
-5.69674 6.21318 -23.1505
-42.5895 5.09967 -26.7801
-42.9797 5.56925 -26.8886
-43.6642 6.05132 -26.5154
-44.5748 6.32934 -25.8209
-6.08319 6.28099 -23.8731
-6.2633 6.5396 -24.5405
-36.7148 9.95273 -29.5556
-37.6468 9.91794 -29.8951
-39.3927 8.8341 -30.1171
-41.4412 6.93895 -28.8519
-42.2918 6.99918 -28.3282
-42.8356 7.11355 -27.9184
-54.1183 8.58825 -21.2788
-55.4886 9.01014 -21.4135
-57.121 9.27726 -21.8631
-6.08335 6.18267 -25.4569
-6.25256 6.64158 -25.1477
-35.6348 9.60424 -30.1276
-36.6865 9.69432 -30.5136
-38.4927 8.94856 -30.5638
-39.2989 8.40069 -30.4493
-51.4728 9.14709 -21.4435
-53.6876 9.14495 -21.4683
-56.2884 10.0053 -22.008
-57.9685 9.46464 -22.88
-6.02428 6.39003 -25.8694
-6.23727 6.92285 -25.4459
-32.9361 9.83766 -30.8043
-33.6143 9.56149 -30.9214
-35.1618 9.19859 -31.1169
-36.3112 9.31073 -31.4161
-49.8037 9.14641 -21.6588
-57.7302 9.95197 -23.7389
-58.3608 9.23637 -23.6904
-5.6319 6.1073 -26.8353
-11.9855 7.25444 -30.5064
-12.2456 7.31378 -30.0171
-13.0401 7.47038 -30.2143
-13.7871 7.4754 -30.6181
-14.2919 7.18387 -30.5877
-14.7831 7.17388 -30.1484
-15.2519 7.03836 -29.9809
-15.3968 6.8312 -30.0356
-15.4793 6.44633 -29.876
-28.7994 9.03365 -31.0833
-29.2912 9.00441 -31.1541
-30.1404 9.11517 -31.4309
-31.3405 9.16416 -31.9719
-32.8546 9.88142 -31.6098
-34.153 9.60366 -31.8456
-34.847 9.46548 -32.0188
-48.6566 8.99065 -22.7864
-57.4006 9.48499 -25.4218
-11.4272 6.73554 -31.5761
-13.9697 7.03445 -30.8506
-14.1212 6.72629 -30.7963
-16.0268 5.86532 -29.7497
-16.0324 4.98481 -30.4017
-26.7269 6.58445 -32.0798
-27.5013 7.31192 -31.8225
-28.4923 8.03815 -31.5645
-29.4004 7.99114 -31.8867
-30.2621 8.03473 -32.2399
-30.8672 8.03929 -32.6382
-47.8368 8.74652 -24.1187
-57.1646 8.77872 -26.7596
-15.8496 4.15451 -30.9288
-25.8997 4.68307 -32.6635
-26.1323 5.56791 -32.0419
-47.5748 8.49233 -25.4364
-57.8673 8.46289 -27.8621
-15.6534 3.74935 -31.5205
-15.795 3.45378 -31.5601
-25.5941 3.89383 -33.6831
-47.985 8.1173 -27.3749
-47.7107 8.26356 -26.5392
-59.1895 8.21505 -29.0021
-59.998 7.52502 -30.5937
-60.2759 6.40997 -31.8758
-16.1111 3.45046 -32.4599
-16.337 3.11625 -32.7486
-19.514 4.4978 -34.7692
-20.5691 4.33827 -35.1547
-25.3779 3.20874 -34.8987
-47.8638 8.06131 -28.6674
-48.0598 8.05744 -28.0448
-60.0933 7.30193 -32.3388
-60.192 6.00056 -33.0365
-3.26874 2.63746 -32.1366
-16.2456 3.62983 -33.406
-17.3814 4.27527 -34.3662
-18.5338 4.48315 -34.5994
-21.4577 4.03149 -35.7503
-22.2122 3.72501 -36.4252
-24.2429 2.92597 -36.3568
-46.6181 7.38017 -30.0378
-46.9256 8.03494 -29.8154
-47.5053 8.10941 -29.2748
-58.7698 6.71674 -35.1994
-59.6823 6.55232 -33.9359
-60.0521 5.57504 -33.7681
-4.20918 2.34926 -33.1759
-5.38709 2.48283 -33.6686
-9.29098 4.61997 -34.7856
-10.2741 4.96901 -35.1325
-16.4363 4.13707 -34.0331
-17.0194 4.60042 -34.4675
-22.9191 4.04351 -36.9323
-24.381 3.56996 -36.9976
-24.9464 4.1215 -37.1301
-45.2737 7.67547 -30.643
-46.2015 7.85499 -30.2611
-46.4901 8.49758 -29.9388
-54.0538 6.65951 -36.8635
-54.5568 6.27449 -36.5357
-55.9041 6.52696 -35.5614
-57.2595 6.65405 -35.3063
-4.82071 2.66792 -34.016
-6.17079 3.21718 -34.3111
-7.6662 4.46368 -34.5638
-23.399 4.35023 -37.4173
-24.0856 4.3104 -37.9751
-24.8432 4.62569 -37.7807
-42.6324 7.53198 -31.5064
-43.5124 7.65118 -31.1591
-44.3686 7.66214 -30.8944
-50.5681 6.15968 -37.678
-51.2715 6.07658 -37.6401
-52.1992 6.00077 -37.5212
-53.3786 6.0689 -37.113
-53.7634 5.73693 -36.8035
-24.4613 4.78237 -38.1138
-24.8341 4.92324 -38.0747
-41.2142 6.89651 -32.4215
-41.6143 7.55838 -32.0083
-49.6623 5.87544 -38.1646
-50.0492 6.08959 -37.8893
-40.1361 6.7082 -33.4699
-40.6102 7.66309 -32.862
-41.1775 8.38174 -32.3762
-48.9172 5.31255 -38.8075
-49.4555 5.68497 -38.5141
-39.0226 6.88168 -34.4271
-39.4956 7.93135 -33.8516
-40.0413 8.55324 -33.4144
-48.3726 4.46353 -39.3949
-48.8682 5.0299 -39.3507
-37.3802 7.75212 -35.7799
-38.4783 8.13089 -34.7922
-38.906 8.74019 -34.3073
-48.5476 4.55839 -39.8644
-49.054 5.19216 -40.1235
-36.5758 8.28942 -36.7146
-48.635 4.72523 -40.4399
-48.9454 5.34612 -41.0409
-35.8788 7.67137 -38.3497
-36.2373 8.866 -37.836
-48.8683 5.90497 -42.2287
-35.926 8.31235 -39.3077
-36.2889 9.79503 -38.8349
-47.9472 5.3875 -43.565
-48.6539 6.23757 -43.3114
-36.3676 8.29139 -40.6294
-36.3379 9.48201 -40.1076
-47.7976 5.59803 -44.5589
-48.3714 6.27958 -44.3378
-36.4079 8.4824 -41.5932
-36.6722 9.38224 -41.2787
-46.1474 5.34792 -45.6987
-47.0009 6.05276 -45.7393
-47.7169 6.23757 -45.2483
-48.0791 6.27156 -44.8597
-36.5308 8.90589 -41.9706
-36.5286 9.13882 -41.9755
-36.7264 9.47972 -41.9405
-44.5228 6.17931 -46.3095
-45.5208 6.46105 -46.1851
-46.3863 6.23774 -45.9901
-26.0569 9.42691 -44.5418
-26.7011 9.97352 -43.7035
-28.079 10.2938 -43.0282
-29.6908 10.1433 -42.536
-30.7594 9.77772 -42.279
-35.3946 9.95968 -42.7428
-35.8221 10.1439 -42.6064
-36.3233 9.68123 -42.3089
-36.4538 9.88965 -42.2583
-43.1446 6.91227 -47.4822
-43.8938 6.86629 -46.9941
-44.7146 7.13868 -46.6689
-25.4214 8.30282 -47.5302
-26.0739 9.11519 -46.1506
-26.8555 9.83049 -45.0333
-27.6254 10.6763 -44.2636
-28.8894 11.3121 -43.4725
-30.8146 11.0873 -42.8141
-32.522 11.4532 -43.5373
-33.8622 11.0711 -43.5663
-34.8043 10.6411 -43.2335
-35.2767 11.0623 -43.1353
-42.2258 6.87124 -48.3637
-42.6379 7.06994 -48.0019
-25.283 8.03175 -49.1332
-25.9461 8.97982 -48.2108
-29.7052 5.80427 -52.5021
-30.6224 5.5848 -52.3303
-31.2708 5.49545 -51.8923
-32.6612 12.2809 -44.3098
-33.1415 12.1188 -44.2173
-42.2049 7.43119 -49.4283
-42.5512 7.68884 -48.8365
-25.4969 7.44895 -50.165
-26.1815 8.31645 -50.3734
-27.5069 8.38311 -52.0246
-28.7493 7.01771 -52.7266
-29.9105 6.87066 -53.1034
-31.3507 6.35487 -52.6074
-32.7058 6.85939 -52.7428
-33.3378 6.35289 -52.2005
-41.7419 7.96748 -51.8102
-42.2501 7.7049 -50.8476
-28.0905 9.28547 -52.3089
-28.5756 8.64526 -52.7385
-29.2183 7.9094 -53.2262
-33.073 7.81182 -53.7445
-33.8046 7.21547 -53.1979
